SECNUM,HWY_ID,AADTA,PCT_TRUCKA,YEAR,PAVETYPE,PQI,RQI,SR,AVG_IRI,LENGTH,PNTCNT,INC_INJ,NON_INC_INJ,POS_INJ,FATAL,PRO_DAM,NV,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,bituminous_1,bituminous_2,Weekend,Curve,Grade,Hillcrest,Sag,Wet,Snow,SLR,Rushhour
141,I35-D,18468,0.8,2007,BOC,3.9,3.9,,50,1.0,6,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
142,I35-D,18468,0.8,2007,BOC,3.9,3.9,,48,0.9979999999999905,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
143,I35-D,18468,0.8,2007,BOC,4,4.1,,36,0.9819999999999993,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
144,I35-D,18468,0.8,2007,BOC,4.1,4.2,,35,1.0190000000000055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,I35-D,18468,0.8,2007,BOC,4.1,4.2,,33,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
146,I35-D,18468,0.8,2007,BOC,4,4,,43,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147,I35-D,18468,0.8,2007,BOC,3.9,3.8,,51,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
148,I35-D,18468,0.8,2007,BOC,4,4.1,,35,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149,I35-D,18468,0.8,2007,BOC,3.9,3.8,,46,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,I35-D,18468,0.8,2007,BOC,4,4.1,,38,1.0020000000000095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
151,I35-D,18468,0.8,2007,BOC,4,4.1,,37,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,I35-D,18468,0.8,2007,BOC,4,4,,45,0.9989999999999952,5,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1
153,I35-D,18468,0.8,2007,BOC,3.9,3.9,,48,0.9989999999999952,5,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
154,I35-D,18468,0.8,2007,BOC,4.1,4.2,,34,0.9989999999999952,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
155,I35-D,18468,0.8,2007,BOC,3.8,3.6,,61,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,I35-D,18468,0.8,2007,BOC,4,4,,42,0.6100000000000136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,I35-D,16087,7,2007,CD,2.6,2.3,,154,0.6359999999999957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,I35-D,16087,7,2007,CD,3,2.6,,136,0.7539999999999907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,I35-D,16087,7,2007,CD,2.9,2.5,,140,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,I35-D,16087,7,2007,CD,3.3,2.9,,114,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,I35-D,16087,7,2007,CD,3.1,2.6,,137,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,I35-D,16087,7,2007,CD,3.2,2.7,,125,1.539999999999992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,I35-D,14185,6.8,2007,CD,3.3,2.9,,111,0.46100000000001273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,I35-D,14185,6.8,2007,CD,3.2,2.8,,121,0.9979999999999905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,I35-D,14185,6.8,2007,CD,2.6,2.1,,174,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,I35-D,14185,6.8,2007,CD,2.6,2.4,,151,1.0020000000000095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,I35-D,14185,6.8,2007,CD,2.5,2.7,,133,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,I35-D,14185,6.8,2007,CD,2.7,2.6,,136,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,I35-D,14185,6.8,2007,CD,2.7,2.3,,143,0.9989999999999952,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
170,I35-D,14185,6.8,2007,CD,2.6,2.4,,143,1.0020000000000095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,I35-D,14185,6.8,2007,CD,2.6,2.1,,163,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,I35-D,14185,6.8,2007,CD,3,2.5,,138,1.0,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
173,I35-D,14185,6.8,2007,CD,2.8,2.4,,146,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,I35-D,14185,6.8,2007,CD,2.7,2.4,,146,1.233000000000004,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
175,I35-D,13586,6.7,2007,BAB,3.6,3.9,,51,0.7659999999999911,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
176,I35-D,13586,6.7,2007,BAB,3.6,3.8,,56,1.0020000000000095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177,I35-D,13586,6.7,2007,BAB,3.6,3.8,,53,0.9979999999999905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,I35-D,13586,6.7,2007,BAB,3.7,3.9,,52,1.0010000000000048,4,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
179,I35-D,13586,6.7,2007,BAB,3.6,3.7,,62,0.9939999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180,I35-D,13586,6.7,2007,BAB,3.6,3.8,,56,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,I35-D,13586,6.7,2007,BAB,3.6,3.8,,55,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
182,I35-D,13586,6.7,2007,BAB,3.6,3.8,,55,0.9989999999999952,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
183,I35-D,13586,6.7,2007,BAB,3.6,3.7,,54,1.0030000000000143,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
184,I35-D,13586,6.7,2007,BAB,3.5,3.6,,67,0.5420000000000016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
185,I35-D,14039,6.7,2007,CD,2.9,3.1,,97,0.45699999999999363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,I35-D,14039,6.7,2007,CD,2.8,2.6,,128,0.9909999999999854,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
187,I35-D,14039,6.7,2007,CD,2.8,3,,103,1.0120000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,I35-D,14039,6.7,2007,CD,2.8,2.9,,106,1.0020000000000095,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
189,I35-D,14039,6.7,2007,CD,2.7,2.4,,147,1.0020000000000095,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
190,I35-D,15057,6.9,2007,CD,2.2,2.4,,144,0.9959999999999809,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191,I35-D,15057,6.9,2007,CD,2.3,2.2,,161,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
192,I35-D,15057,6.9,2007,CD,2.7,2.9,,119,1.0020000000000095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,I35-D,15057,6.9,2007,CD,2.2,2.4,,153,0.9979999999999905,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
194,I35-D,15057,6.9,2007,CD,1.9,2.3,,158,1.0,5,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
195,I35-D,15057,6.9,2007,CD,2.7,2.5,,141,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,I35-D,15057,6.9,2007,CD,2.6,2.7,,124,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,I35-D,15057,6.9,2007,CD,2.3,2.7,,127,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,I35-D,15057,6.9,2007,CD,2.7,2.7,,123,0.703000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,I35-D,15865,7,2007,BAB,4,4,,36,0.2980000000000018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,I35-D,15865,7,2007,BAB,4,4.1,,32,0.9979999999999905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201,I35-D,15865,7,2007,BAB,4.1,4.2,,32,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202,I35-D,15865,7,2007,BAB,4,4.1,,34,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,I35-D,15865,7,2007,BAB,4,4.1,,35,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204,I35-D,15865,7,2007,BAB,4,4.1,,36,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
205,I35-D,15865,7,2007,BAB,4,4.1,,37,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206,I35-D,15865,7,2007,BAB,3.8,3.6,,62,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,I35-D,15865,7,2007,BAB,4,4.1,,35,0.9990000000000236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,I35-D,15865,7,2007,BAB,4,4.1,,34,1.0009999999999764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,I35-D,15865,7,2007,BAB,4,4,,43,0.9939999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,I35-D,15865,7,2007,BAB,3.4,3.3,,86,0.48500000000001364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
211,I35-D,20870,5.5,2007,BAB,3.8,4.1,,41,0.5149999999999864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,I35-D,20870,5.5,2007,BAB,3.8,4.1,,41,0.9990000000000236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,I35-D,20870,5.5,2007,BAB,3.8,4.1,,38,0.9989999999999952,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
214,I35-D,20870,5.5,2007,BAB,3.9,4.2,,39,0.9979999999999905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,I35-D,20870,5.5,2007,BAB,3.2,2.8,,123,0.5370000000000061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,I35-D,25663,1.7,2007,CD,3.5,3.3,,90,0.4609999999999843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,I35-D,25663,1.7,2007,CD,2.6,2.7,,126,0.9980000000000189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,I35-D,25663,1.7,2007,CD,2.9,2.2,,167,1.0439999999999827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,I35-D,25663,1.7,2007,CD,2.7,2.4,,147,0.960000000000008,6,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
220,I35-D,25663,1.7,2007,CD,2.6,2,,177,0.9850000000000136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,I35-D,25663,1.7,2007,CD,2.8,2.3,,150,0.9819999999999993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,I35-D,25663,1.7,2007,CD,2.9,2.3,,161,1.0139999999999816,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
223,I35-D,25663,1.7,2007,CD,3.3,2.8,,124,1.01400000000001,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
224,I35-D,25663,1.7,2007,CD,3.8,3.6,,80,1.01400000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,I35-D,25663,1.7,2007,CD,3,2.4,,146,1.296999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,I35-D,31308,4.6,2007,CD,3,2.3,,155,0.7299999999999898,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,I35-D,31308,4.6,2007,CD,2.6,2.2,,165,0.9890000000000043,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
228,I35-D,31308,4.6,2007,CD,2.7,2.1,,176,0.7680000000000007,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
229,I35-D,42311,2.1,2007,BAB,3.2,3,,108,0.3269999999999982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,I35-D,43202,3.4,2007,CD,3.5,3.2,,101,1.1159999999999854,13,0,0,3,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
231,I35-D,43202,3.4,2007,BOC,1.3,2.9,,119,1.3329999999999984,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
232,I35-D,33189,4.8,2007,BAB,3.2,2.9,,116,0.4340000000000259,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
233,I35-D,30505,4.9,2007,CD,3.2,2.5,,149,0.8369999999999891,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
234,I35-D,30505,4.9,2007,CD,3.5,3,,113,1.0,7,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
235,I35-D,30505,4.9,2007,CD,3,2.8,,121,0.5989999999999895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,I35-I,21265,26.5,2007,CD,3.8,3.7,4,70,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,I35-I,21265,26.5,2007,CD,3.8,3.6,4,75,1.001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,I35-I,21265,26.5,2007,CD,3.7,3.4,4,83,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,I35-I,21265,26.5,2007,CD,4,4,4,60,1.0000000000000004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,I35-I,21265,26.5,2007,CD,3.9,3.8,4,65,0.9989999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,I35-I,21265,26.5,2007,CD,3.8,3.6,4,73,0.9980000000000002,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
242,I35-I,21265,26.5,2007,CD,3.9,3.9,4,60,1.0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
243,I35-I,21265,26.5,2007,CD,3.7,3.5,4,77,1.0409999999999995,13,0,0,1,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
244,I35-I,21265,26.5,2007,CD,3.7,3.5,4,75,0.9600000000000009,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
245,I35-I,21265,26.5,2007,CD,3.6,3.3,4,86,1.001999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,I35-I,21265,26.5,2007,CD,3.6,3.2,4,91,0.9990000000000006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,I35-I,21265,26.5,2007,CD,3.6,3.2,4,90,1.0030000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,I35-I,21265,26.5,2007,CD,3.6,3.3,4,85,0.9990000000000006,4,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
249,I35-I,21265,26.5,2007,CD,3.8,3.6,4,75,0.472999999999999,6,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
250,I35-I,20885,19.2,2007,CD,3.7,3.5,4,74,0.5259999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,I35-I,20885,19.2,2007,CD,4,4.1,4,54,0.9990000000000006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,I35-I,20885,19.2,2007,CD,4,4,4,54,1.001999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,I35-I,20885,19.2,2007,CD,3.9,3.9,4,58,0.9990000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,I35-I,20885,19.2,2007,CD,3.9,3.9,4,57,1.0009999999999977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,I35-I,20885,19.2,2007,CD,3.9,3.8,4,63,0.9990000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,I35-I,20885,19.2,2007,CD,4,4,4,56,1.1159999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,I35-I,20723,17.9,2007,CD,3.9,3.9,4,68,0.8819999999999979,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
258,I35-I,20723,17.9,2007,CD,3.8,3.7,4,70,1.0010000000000012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,I35-I,20723,17.9,2007,CD,3.8,3.7,4,66,1.0,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
260,I35-I,20723,17.9,2007,CD,3.9,3.8,4,65,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
261,I35-I,20723,17.9,2007,CD,4,4,4,56,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,I35-I,20723,17.9,2007,CD,3.9,3.8,4,64,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,I35-I,20723,17.9,2007,CD,3.9,3.8,4,66,1.1389999999999993,9,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
264,I35-I,21016,6.4,2007,CD,2.1,2.2,2.1,173,0.8659999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,I35-I,21016,6.4,2007,CD,2.3,2,2.7,179,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,I35-I,21016,6.4,2007,CD,2.3,1.9,2.7,195,1.0010000000000012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,I35-I,21016,6.4,2007,CD,2.7,2.7,2.7,134,0.9980000000000011,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
268,I35-I,21016,6.4,2007,CD,2.6,2.6,2.6,143,0.9999999999999964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,I35-I,21016,6.4,2007,CD,2.5,2.3,2.7,161,0.9990000000000023,5,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
270,I35-I,21016,6.4,2007,CD,2.6,2.6,2.6,149,1.0009999999999977,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
271,I35-I,21016,6.4,2007,CD,2.1,1.6,2.8,219,0.9990000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,I35-I,21016,6.4,2007,CD,2.5,2.3,2.7,170,0.9059999999999988,7,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
273,I35-I,23629,17,2007,BOC,3.1,3,3.3,108,0.9920000000000044,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
274,I35-I,23629,17,2007,BOC,3.1,3.1,3.2,99,0.9989999999999952,4,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1
275,I35-I,23629,17,2007,BOC,3,2.8,3.3,116,1.0010000000000048,6,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
276,I35-I,23629,17,2007,BOC,3.2,3,3.5,104,0.394999999999996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,I35-I,28278,15.4,2007,BOC,2.6,3,2.2,104,0.6069999999999993,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
278,I35-I,28278,15.4,2007,BOC,2.1,3.1,1.4,96,0.7790000000000035,8,0,1,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
279,I35-I,32977,14.3,2007,BOC,2.4,3.1,1.8,94,1.2220000000000013,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
280,I35-I,32977,14.3,2007,BOC,1.9,2.8,1.3,128,0.607999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
281,I35-I,31534,3.7,2007,BAB,3.2,3,3.5,112,1.4919999999999973,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
